pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
8.03,23.99,0.0,179.98,179.98,3049.82,0.33,3.76,False
7.82,12.3,0.0,155.6,155.6,3374.03,0.28,6.84,True
7.93,11.12,0.0,194.29,194.29,3489.33,0.26,4.81,True
8.25,14.15,105.43,0.94,106.37,3956.75,0.26,4.76,True
8.21,6.51,183.64,13.6,197.23999999999998,4383.05,0.25,2.4,False
8.26,19.88,77.9,52.16,130.06,3586.05,0.31,4.95,True
8.51,20.99,46.87,6.89,53.76,3876.62,0.28,2.18,False
7.52,10.8,0.0,102.85,102.85,3026.74,0.28,4.14,True
7.23,24.33,0.0,179.36,179.36,4384.89,0.27,7.7,False
7.93,19.41,0.0,163.57,163.57,1695.22,0.27,6.1,True
7.67,15.41,0.0,129.94,129.94,1321.05,0.31,2.15,False
7.25,22.59,0.0,188.54,188.54,1415.41,0.3,7.1,False
7.7,19.09,0.0,128.54,128.54,3250.27,0.25,7.41,True
8.09,16.15,0.0,141.12,141.12,5991.82,0.32,2.24,False
8.78,20.95,165.38,13.99,179.37,5024.04,0.29,3.47,False
7.53,12.71,0.0,144.38,144.38,3132.79,0.32,4.44,True
8.06,8.7,0.0,124.59,124.59,2533.11,0.32,6.16,False
7.04,8.74,0.0,122.3,122.3,3042.5,0.26,7.03,False
7.91,22.67,0.0,137.09,137.09,3543.54,0.3,5.9,False
8.24,11.81,29.31,170.07,199.38,3987.72,0.25,6.21,True
7.36,5.94,0.0,117.8,117.8,3159.11,0.33,7.58,False
7.78,11.71,0.0,144.7,144.7,2634.81,0.31,4.36,True
7.83,13.18,0.0,114.07,114.07,2293.67,0.3,6.56,True
7.88,8.87,0.0,162.69,162.69,5608.59,0.26,7.27,False
7.06,10.92,0.0,128.89,128.89,1561.23,0.33,6.23,False
7.69,12.15,0.0,102.17,102.17,4638.73,0.26,7.44,True
7.4,24.67,0.0,181.93,181.93,1488.09,0.29,6.57,False
7.63,15.45,0.0,132.86,132.86,2343.74,0.28,7.71,True
8.48,5.18,42.84,114.82,157.66,5786.03,0.26,7.27,False
7.79,11.46,0.0,147.95,147.95,3877.46,0.3,5.73,True
8.47,13.45,199.16,0.21,199.37,3669.21,0.28,5.74,True
7.8,14.72,0.0,111.85,111.85,1044.59,0.27,5.6,True
8.12,14.69,0.0,159.79,159.79,4411.21,0.31,4.87,True
7.98,13.91,0.0,171.15,171.15,2164.43,0.3,4.21,True
8.12,18.03,0.0,148.79,148.79,4554.33,0.3,2.64,False
7.64,6.4,0.0,114.01,114.01,2241.46,0.28,3.5,False
7.53,18.88,0.0,165.42,165.42,1072.07,0.25,7.33,True
8.88,23.77,45.62,92.23,137.85,4321.28,0.28,6.87,False
8.01,19.87,0.0,128.59,128.59,4287.67,0.26,6.88,True
7.06,20.34,0.0,185.83,185.83,972.7,0.32,5.38,False
8.63,15.84,104.29,57.64,161.93,1071.83,0.28,7.66,False
7.64,18.87,0.0,148.96,148.96,3005.04,0.32,7.36,True
7.49,22.37,0.0,107.59,107.59,1909.29,0.33,3.17,False
7.89,23.67,0.0,162.65,162.65,1428.85,0.25,2.95,False
8.23,16.67,57.09,78.66,135.75,3664.04,0.26,5.81,True
7.78,8.73,0.0,192.63,192.63,3370.63,0.3,6.4,False
8.43,24.91,26.9,131.65,158.55,3750.66,0.3,7.18,False
8.01,13.6,0.0,144.41,144.41,1922.54,0.32,6.24,True
7.63,16.94,0.0,139.73,139.73,2341.61,0.27,6.93,True
7.1,17.02,0.0,152.52,152.52,5376.37,0.28,5.4,False
8.79,5.11,30.87,69.7,100.57000000000001,1769.94,0.33,2.65,False
7.74,18.08,0.0,185.51,185.51,2757.89,0.27,5.89,True
7.92,9.98,0.0,139.45,139.45,3676.05,0.33,2.26,False
7.4,7.21,0.0,144.94,144.94,3285.53,0.3,5.5,False
8.02,18.58,0.0,184.56,184.56,3447.19,0.28,6.75,True
8.47,15.34,84.72,101.1,185.82,1404.62,0.27,7.13,True
8.27,16.64,27.96,129.93,157.89000000000001,4219.84,0.26,6.28,True
7.85,22.62,0.0,197.29,197.29,2016.15,0.3,2.78,False
8.35,18.93,178.5,14.19,192.69,4923.74,0.26,3.28,False
7.66,13.86,0.0,154.74,154.74,1168.19,0.26,6.05,True
8.41,9.75,193.74,5.79,199.53,1181.28,0.31,6.53,False
8.36,19.56,98.88,35.75,134.63,3888.2,0.31,4.44,True
8.57,20.25,145.02,20.2,165.22,4536.97,0.33,6.14,False
8.81,5.96,72.56,5.59,78.15,973.24,0.31,4.34,False
7.86,23.29,0.0,191.66,191.66,2799.03,0.31,4.57,False
7.76,17.01,0.0,106.46,106.46,2645.91,0.32,6.94,True
7.93,12.09,0.0,151.65,151.65,4185.86,0.32,7.43,True
7.58,16.02,0.0,105.99,105.99,3919.11,0.27,5.63,True
7.68,11.75,0.0,169.87,169.87,964.01,0.29,7.09,False
7.8,14.07,0.0,111.46,111.46,2678.6,0.3,5.64,True
7.91,18.74,0.0,107.3,107.3,2702.53,0.3,2.96,False
7.91,15.94,0.0,163.42,163.42,1075.32,0.25,6.08,True
8.04,11.21,0.0,109.12,109.12,2316.58,0.26,7.27,True
8.19,12.9,0.0,142.53,142.53,4769.78,0.32,4.06,True
7.52,16.89,0.0,193.01,193.01,4804.35,0.3,6.93,True
7.69,13.71,0.0,103.45,103.45,1505.51,0.32,6.64,True
8.23,7.92,134.43,35.77,170.20000000000002,1067.56,0.27,3.49,False
7.6,7.92,0.0,143.61,143.61,3464.46,0.3,2.71,False
7.68,5.95,0.0,158.41,158.41,4278.11,0.29,2.8,False
7.16,11.36,0.0,109.62,109.62,3027.98,0.27,5.63,False
7.68,12.72,0.0,164.36,164.36,2461.3,0.26,6.47,True
7.49,10.49,0.0,142.02,142.02,2356.34,0.33,5.86,False
8.25,10.47,30.39,167.53,197.92000000000002,1255.95,0.31,7.98,True
7.55,10.66,0.0,146.25,146.25,4709.16,0.26,4.52,True
8.44,11.46,195.41,3.65,199.06,3383.09,0.27,6.46,True
7.58,6.91,0.0,121.97,121.97,3105.56,0.32,8.0,False
8.3,14.05,87.2,112.08,199.28,2012.04,0.28,5.55,True
8.87,21.49,42.07,102.67,144.74,5347.04,0.3,3.26,False
7.55,11.6,0.0,178.13,178.13,2307.13,0.27,4.65,True
8.15,17.12,0.0,147.0,147.0,4971.88,0.26,4.35,True
8.16,17.53,0.0,142.48,142.48,4393.21,0.33,7.99,True
8.12,22.27,0.0,171.98,171.98,2380.26,0.27,7.79,False
8.38,6.57,18.07,147.86,165.93,1338.07,0.28,4.51,False
7.2,14.58,0.0,106.45,106.45,5433.26,0.32,4.45,False
7.57,12.57,0.0,188.74,188.74,5080.63,0.25,6.06,False
8.72,23.91,121.5,63.2,184.7,5766.42,0.27,6.68,False
8.96,5.06,29.7,121.83,151.53,1717.74,0.3,2.99,False
8.28,17.55,112.7,86.15,198.85000000000002,1400.79,0.31,7.04,True
7.69,10.75,0.0,127.7,127.7,4164.72,0.27,2.68,False
8.07,15.55,0.0,150.54,150.54,3539.24,0.29,4.98,True
8.22,11.7,180.27,8.69,188.96,4562.92,0.28,7.64,True
7.4,15.47,0.0,163.59,163.59,2922.02,0.25,3.88,False
7.22,21.15,0.0,141.46,141.46,5068.32,0.27,4.77,False
7.84,18.83,0.0,156.2,156.2,3115.25,0.25,7.07,True
7.58,19.1,0.0,165.57,165.57,4131.97,0.31,6.94,True
8.81,22.53,18.74,138.84,157.58,1582.25,0.33,7.17,False
8.53,7.46,91.0,74.75,165.75,3899.25,0.26,4.2,False
7.48,14.24,0.0,119.43,119.43,3902.87,0.31,4.26,False
7.99,17.75,0.0,147.29,147.29,3695.49,0.27,6.97,True
7.69,18.96,0.0,110.74,110.74,2357.87,0.27,7.76,True
8.34,11.54,34.01,138.24,172.25,4138.7,0.25,3.19,False
7.57,7.02,0.0,155.88,155.88,5811.4,0.31,4.43,False
7.77,18.93,0.0,140.15,140.15,4496.91,0.3,4.4,True
8.22,10.71,70.33,103.59,173.92000000000002,3630.35,0.28,5.54,True
7.63,12.36,0.0,142.53,142.53,4028.53,0.32,4.18,True
7.98,16.08,0.0,115.39,115.39,3428.52,0.32,4.03,True
7.1,14.89,0.0,160.39,160.39,5643.6,0.33,3.93,False
7.03,6.76,0.0,137.39,137.39,3437.47,0.26,7.19,False
8.25,20.26,6.61,49.46,56.07,5445.01,0.32,4.18,False
7.87,7.84,0.0,140.07,140.07,4395.71,0.26,3.92,False
7.17,7.59,0.0,130.77,130.77,2334.79,0.27,3.46,False
8.18,11.66,0.0,104.18,104.18,2068.99,0.3,7.16,True
8.38,16.7,124.2,15.9,140.1,3790.46,0.29,4.63,True
7.44,13.2,0.0,138.67,138.67,1954.32,0.27,2.78,False
8.53,11.35,119.38,74.56,193.94,1841.01,0.33,3.3,False
7.65,17.8,0.0,103.63,103.63,1581.96,0.25,7.02,True
8.07,10.36,0.0,111.58,111.58,4997.95,0.28,6.83,True
7.06,12.12,0.0,167.54,167.54,899.95,0.32,3.62,False
7.5,19.92,0.0,111.1,111.1,2363.86,0.28,7.0,True
7.76,19.43,0.0,112.27,112.27,1834.41,0.29,6.77,True
7.9,16.18,0.0,199.14,199.14,4389.5,0.3,5.52,True
8.17,14.32,0.0,176.64,176.64,4948.35,0.26,3.71,False
7.05,22.1,0.0,139.27,139.27,2663.27,0.29,7.64,False
7.91,13.04,0.0,122.56,122.56,3197.02,0.31,7.53,True
8.36,19.61,187.99,10.63,198.62,4726.89,0.27,5.36,True
7.12,18.35,0.0,171.59,171.59,3427.98,0.26,5.43,False
7.22,14.63,0.0,161.37,161.37,927.83,0.29,6.71,False
7.83,20.91,0.0,197.93,197.93,1128.31,0.31,6.76,False
7.91,16.53,0.0,121.29,121.29,1618.53,0.3,6.28,True
8.29,12.38,191.42,3.27,194.69,4234.04,0.33,6.1,True
8.19,19.23,0.0,186.95,186.95,3309.73,0.26,4.57,True
7.8,21.83,0.0,119.36,119.36,3611.95,0.29,4.03,False
7.39,5.67,0.0,103.76,103.76,2722.5,0.33,4.49,False
8.23,15.57,153.57,15.26,168.82999999999998,3005.14,0.27,3.82,False
7.11,23.73,0.0,181.53,181.53,1226.78,0.26,7.48,False
7.17,17.87,0.0,104.97,104.97,5612.1,0.28,7.08,False
8.08,12.17,0.0,102.9,102.9,3119.98,0.31,4.0,False
7.92,16.99,0.0,185.29,185.29,2739.51,0.32,7.69,True
8.02,16.92,0.0,159.91,159.91,5516.4,0.28,7.71,False
7.75,12.04,0.0,174.25,174.25,2573.26,0.27,6.72,True
8.86,16.87,129.65,24.99,154.64000000000001,3100.89,0.31,6.74,False
7.25,15.65,0.0,171.2,171.2,4572.04,0.3,6.39,False
7.54,18.24,0.0,156.15,156.15,681.5,0.33,4.27,False
7.52,9.22,0.0,123.17,123.17,2557.07,0.25,3.13,False
7.67,12.72,0.0,155.25,155.25,4913.49,0.27,6.77,True
8.45,17.45,145.75,11.37,157.12,4089.18,0.25,4.3,True
8.17,14.84,0.0,165.69,165.69,2615.47,0.31,5.06,True
7.59,13.19,0.0,163.28,163.28,3734.73,0.26,7.59,True
7.82,18.38,0.0,141.09,141.09,2368.74,0.28,6.89,True
8.27,9.5,100.93,92.89,193.82,4306.58,0.28,5.09,False
8.02,19.02,0.0,102.19,102.19,3039.73,0.3,5.92,True
8.47,17.95,158.69,30.91,189.6,2643.63,0.32,5.08,True
8.27,19.61,177.36,7.63,184.99,2725.38,0.29,6.22,True
7.59,23.58,0.0,104.49,104.49,5564.29,0.31,5.1,False
8.18,12.03,0.0,143.21,143.21,3644.23,0.29,5.21,True
8.98,22.17,154.69,44.53,199.22,2911.04,0.29,2.56,False
7.79,18.48,0.0,159.28,159.28,3934.11,0.32,6.62,True
7.78,17.65,0.0,101.18,101.18,4119.7,0.26,5.4,True
7.5,24.7,0.0,160.86,160.86,5434.13,0.31,7.77,False
7.99,15.37,0.0,197.36,197.36,4203.87,0.27,7.82,True
7.17,5.91,0.0,132.21,132.21,1630.46,0.31,7.37,False
8.14,13.79,0.0,193.66,193.66,2461.58,0.29,5.4,True
8.38,18.26,190.55,6.32,196.87,4049.67,0.27,7.68,True
7.41,15.2,0.0,143.26,143.26,2043.87,0.31,5.03,False
8.23,12.35,52.57,147.3,199.87,901.29,0.27,5.28,False
7.59,18.2,0.0,109.27,109.27,1265.47,0.32,5.05,True
7.6,8.77,0.0,126.33,126.33,738.03,0.31,2.56,False
8.82,11.82,164.88,33.05,197.93,5490.99,0.29,2.36,False
8.36,16.87,194.13,2.52,196.65,4414.8,0.28,6.87,True
8.9,9.92,141.52,31.19,172.71,5705.27,0.26,4.81,False
7.75,19.1,0.0,120.04,120.04,3603.07,0.33,6.3,True
8.45,20.6,44.8,61.82,106.62,3927.83,0.28,6.32,False
8.55,12.74,179.62,3.47,183.09,5397.09,0.32,3.39,False
7.72,8.62,0.0,156.19,156.19,1895.6,0.33,5.22,False
7.67,11.6,0.0,122.48,122.48,3314.13,0.27,6.45,True
8.11,11.63,0.0,161.7,161.7,4360.94,0.26,4.57,True
8.45,7.83,68.4,63.23,131.63,4376.25,0.29,7.14,False
7.58,6.98,0.0,163.27,163.27,5239.62,0.27,7.42,False
8.1,11.78,0.0,194.09,194.09,5341.19,0.25,6.91,False
7.61,15.77,0.0,190.69,190.69,1063.74,0.28,4.58,True
8.25,19.49,129.37,68.76,198.13,4947.29,0.31,4.14,True
7.19,12.92,0.0,118.69,118.69,3697.98,0.31,6.77,False
7.33,5.82,0.0,163.27,163.27,4430.34,0.32,3.93,False
7.55,14.3,0.0,126.94,126.94,1393.1,0.32,4.64,True
7.96,16.71,0.0,186.15,186.15,5092.81,0.25,6.83,False
8.2,24.89,148.4,13.65,162.05,5295.98,0.3,2.72,False
8.63,23.17,88.72,15.39,104.11,4527.97,0.25,3.46,False
8.64,15.39,183.4,13.58,196.98000000000002,4377.5,0.33,6.77,False
7.34,15.3,0.0,139.34,139.34,4786.3,0.25,7.51,False
8.92,8.25,98.61,74.26,172.87,3140.54,0.28,7.0,False
7.08,22.31,0.0,122.42,122.42,5027.67,0.27,7.06,False
7.36,18.85,0.0,160.33,160.33,1556.04,0.29,2.41,False
7.13,5.69,0.0,110.21,110.21,5792.69,0.32,5.33,False
7.43,12.3,0.0,101.18,101.18,2459.37,0.28,2.45,False
8.13,24.39,0.0,187.85,187.85,1855.77,0.31,2.5,False
7.83,19.66,0.0,175.99,175.99,4388.79,0.3,7.6,True
8.31,14.53,86.72,90.64,177.36,1496.93,0.25,4.18,True
8.94,24.08,117.42,24.92,142.34,3372.18,0.3,4.18,False
8.3,15.28,2.71,114.16,116.86999999999999,2991.47,0.31,6.17,True
7.84,19.27,0.0,163.79,163.79,1958.18,0.26,7.07,True
7.81,21.2,0.0,100.96,100.96,2286.6,0.31,4.34,False
8.4,13.87,92.26,81.05,173.31,1856.22,0.27,7.8,True
7.61,16.41,0.0,169.68,169.68,1198.2,0.27,5.13,True
7.89,14.48,0.0,128.31,128.31,2830.23,0.26,5.09,True
7.51,13.71,0.0,178.42,178.42,1881.42,0.28,7.27,True
7.96,10.09,0.0,119.93,119.93,2681.68,0.29,4.4,True
7.72,11.44,0.0,141.08,141.08,2048.21,0.25,2.24,False
8.48,16.32,156.46,43.41,199.87,4690.8,0.28,4.91,True
8.28,17.0,83.43,56.08,139.51,2153.45,0.29,5.26,True
8.02,13.43,0.0,189.42,189.42,1989.1,0.28,7.67,True
7.44,17.5,0.0,107.63,107.63,4812.26,0.33,7.59,False
7.67,17.85,0.0,196.63,196.63,4622.21,0.26,6.18,True
7.25,9.64,0.0,179.02,179.02,4031.89,0.28,4.56,False
8.22,13.23,20.22,123.97,144.19,4280.49,0.31,7.71,True
7.53,11.33,0.0,183.92,183.92,4116.65,0.29,6.34,True
8.16,11.75,0.0,143.1,143.1,2062.57,0.31,5.28,True
7.54,10.61,0.0,148.53,148.53,3714.63,0.28,4.5,True
7.97,12.1,0.0,166.64,166.64,3599.66,0.31,7.52,True
8.08,10.72,0.0,103.35,103.35,5557.85,0.25,2.46,False
7.66,13.04,0.0,106.35,106.35,5624.77,0.33,6.31,False
7.89,17.05,0.0,141.47,141.47,4580.41,0.3,6.24,True
8.28,18.1,105.47,57.52,162.99,3220.72,0.25,7.19,True
8.8,18.37,125.51,26.92,152.43,2823.96,0.27,6.68,False
8.23,12.28,170.97,9.94,180.91,1118.74,0.31,4.56,True
7.7,18.39,0.0,131.87,131.87,2385.16,0.3,7.64,True
7.58,18.04,0.0,133.57,133.57,1719.74,0.31,6.71,True
8.48,17.48,182.22,16.54,198.76,2945.36,0.32,3.79,False
7.73,16.11,0.0,139.52,139.52,2845.83,0.31,5.06,True
8.06,16.75,0.0,157.26,157.26,2990.69,0.27,4.96,True
8.14,14.04,0.0,109.13,109.13,1270.76,0.32,5.17,True
7.62,23.84,0.0,126.96,126.96,4012.93,0.31,7.37,False
8.42,16.85,45.46,107.22,152.68,2994.82,0.29,4.7,True
7.67,11.65,0.0,133.27,133.27,1822.83,0.26,5.83,True
7.79,8.22,0.0,161.27,161.27,868.07,0.31,4.18,False
7.92,10.42,0.0,184.7,184.7,4090.37,0.32,6.06,True
7.62,17.75,0.0,138.39,138.39,3907.88,0.31,7.96,True
7.36,15.02,0.0,159.93,159.93,4030.82,0.27,5.99,False
7.61,19.17,0.0,148.16,148.16,3203.32,0.3,5.13,True
8.35,15.77,167.05,21.99,189.04000000000002,4965.76,0.27,4.62,True
7.46,20.96,0.0,155.99,155.99,1149.67,0.28,7.8,False
7.38,13.9,0.0,179.14,179.14,1117.2,0.3,4.31,False
7.49,20.16,0.0,142.66,142.66,3529.81,0.28,3.14,False
7.32,21.86,0.0,105.75,105.75,1581.9,0.27,7.69,False
8.13,19.0,0.0,156.42,156.42,3182.38,0.27,6.91,True
7.48,20.28,0.0,136.11,136.11,5485.54,0.27,6.55,False
8.44,11.26,120.72,76.22,196.94,2335.9,0.3,5.39,True
7.63,14.72,0.0,159.34,159.34,3606.74,0.31,4.06,True
8.14,15.31,0.0,191.17,191.17,3763.97,0.3,5.96,True
7.98,18.35,0.0,164.69,164.69,3567.39,0.32,6.94,True
7.19,10.44,0.0,199.07,199.07,3177.75,0.3,4.76,False
7.53,6.44,0.0,147.21,147.21,5849.16,0.32,6.42,False
7.81,19.15,0.0,153.9,153.9,3282.01,0.27,6.26,True
8.46,23.36,152.94,41.21,194.15,5437.78,0.26,2.08,False
7.96,16.96,0.0,166.25,166.25,4556.61,0.3,7.62,True
8.14,14.97,0.0,182.08,182.08,1931.81,0.26,6.59,True
7.66,19.98,0.0,196.05,196.05,3550.56,0.28,7.62,True
7.79,17.64,0.0,171.99,171.99,2059.94,0.32,7.78,True
7.54,10.52,0.0,171.54,171.54,4901.79,0.33,6.42,True
7.86,14.41,0.0,146.27,146.27,1574.58,0.33,6.38,True
8.29,11.7,176.18,12.98,189.16,3636.13,0.3,5.64,True
8.28,9.4,108.81,88.05,196.86,3422.62,0.3,5.24,False
7.86,11.04,0.0,113.97,113.97,1030.43,0.31,7.11,True
8.23,18.98,117.14,4.05,121.19,1982.22,0.26,6.96,True
8.19,23.68,0.0,199.79,199.79,2679.47,0.27,6.8,False
8.14,13.27,0.0,186.15,186.15,1430.38,0.29,6.81,True
7.99,10.92,0.0,134.68,134.68,3275.79,0.28,5.19,True
8.33,11.63,0.92,125.34,126.26,2985.49,0.28,7.83,True
7.23,8.79,0.0,123.42,123.42,913.76,0.25,2.95,False
7.68,15.99,0.0,161.06,161.06,1536.86,0.32,6.79,True
8.44,19.95,94.59,14.9,109.49000000000001,2307.08,0.25,5.95,True
7.48,19.64,0.0,163.49,163.49,5776.11,0.29,6.78,False
7.25,11.09,0.0,188.18,188.18,3646.84,0.31,4.15,False
8.31,10.92,178.75,9.47,188.22,3947.15,0.29,4.37,True
7.57,19.4,0.0,137.98,137.98,4913.18,0.3,5.75,True
8.38,17.42,116.16,3.74,119.89999999999999,4402.36,0.29,6.2,True
8.95,11.3,12.74,86.92,99.66,999.28,0.27,7.58,False
8.48,17.05,24.38,81.86,106.24,4957.6,0.3,4.61,True
8.12,18.14,0.0,134.88,134.88,1310.17,0.32,6.65,True
8.18,10.78,0.0,142.05,142.05,2520.01,0.3,6.46,True
7.5,10.86,0.0,170.37,170.37,3205.64,0.33,5.07,True
8.15,15.44,0.0,191.86,191.86,2065.57,0.29,7.28,True
7.92,18.29,0.0,199.58,199.58,857.88,0.31,3.19,False
7.54,11.79,0.0,195.16,195.16,2659.35,0.28,2.55,False
7.03,15.24,0.0,117.42,117.42,5611.88,0.31,3.51,False
8.47,6.13,185.41,6.81,192.22,1598.96,0.33,8.0,False
7.93,13.05,0.0,162.18,162.18,5970.06,0.3,7.66,False
7.78,15.48,0.0,162.41,162.41,1957.05,0.32,5.1,True
7.66,12.42,0.0,173.84,173.84,2044.92,0.3,3.32,False
7.65,10.88,0.0,177.81,177.81,3046.13,0.31,7.51,True
8.61,5.01,185.95,8.86,194.81,5006.51,0.25,4.18,False
7.89,14.7,0.0,196.74,196.74,3889.87,0.3,7.14,True
8.9,16.24,74.15,116.77,190.92000000000002,3873.31,0.32,3.05,False
8.19,6.0,0.0,169.71,169.71,1705.51,0.26,6.45,False
8.78,23.78,149.52,11.2,160.72,5076.37,0.31,4.13,False
8.34,9.79,68.49,55.57,124.06,2773.0,0.27,3.91,False
7.99,15.12,0.0,128.2,128.2,4265.73,0.28,4.06,True
8.43,11.22,64.11,86.46,150.57,1759.9,0.31,7.83,True
8.15,7.29,0.0,100.98,100.98,4770.9,0.31,2.33,False
7.13,19.05,0.0,161.22,161.22,819.75,0.29,4.01,False
7.52,14.02,0.0,135.52,135.52,2472.59,0.25,6.12,True
8.53,8.62,1.67,173.32,174.98999999999998,5720.22,0.25,3.73,False
8.45,18.19,90.75,99.2,189.95,1381.49,0.26,4.99,True
7.41,9.85,0.0,118.13,118.13,4444.05,0.29,5.54,False
8.38,17.13,38.84,143.56,182.4,2381.18,0.32,6.14,True
7.13,13.41,0.0,165.43,165.43,2763.26,0.3,6.7,False
8.29,7.08,184.65,15.31,199.96,1157.16,0.26,6.1,False
8.04,23.72,0.0,164.29,164.29,3463.17,0.32,2.08,False
8.0,16.22,0.0,180.56,180.56,3713.2,0.29,4.15,True
8.33,14.53,10.34,100.19,110.53,2752.1,0.25,4.07,True
8.96,21.52,75.13,13.5,88.63,2763.1,0.3,3.36,False
7.87,12.82,0.0,186.72,186.72,1279.22,0.29,5.82,True
7.68,15.74,0.0,190.74,190.74,2970.06,0.33,4.61,True
8.89,20.95,58.45,13.04,71.49000000000001,5109.99,0.3,5.59,False
7.29,20.09,0.0,120.37,120.37,4696.13,0.32,5.25,False
7.04,5.58,0.0,174.2,174.2,3260.11,0.33,5.03,False
7.92,12.7,0.0,149.46,149.46,3408.13,0.27,7.74,True
7.26,24.87,0.0,182.22,182.22,1849.71,0.32,7.3,False
8.71,18.69,135.46,50.57,186.03,3641.77,0.28,6.25,False
7.91,10.28,0.0,176.52,176.52,4860.11,0.28,5.45,True
7.72,17.08,0.0,181.12,181.12,4631.62,0.25,6.69,True
8.22,10.92,157.35,10.53,167.88,3399.77,0.26,5.97,True
7.72,11.12,0.0,196.62,196.62,1339.03,0.28,5.14,True
8.49,16.21,73.32,95.15,168.47,2577.33,0.28,7.63,True
8.19,15.93,0.0,155.04,155.04,3095.27,0.25,4.51,True
7.48,15.06,0.0,187.17,187.17,1331.02,0.26,6.44,False
8.66,10.29,63.97,65.2,129.17000000000002,3254.37,0.32,7.1,False
7.92,17.14,0.0,172.46,172.46,4537.93,0.26,6.48,True
8.66,20.16,156.47,19.35,175.82,1738.82,0.3,3.96,False
8.82,17.21,45.61,126.85,172.45999999999998,2325.6,0.26,3.27,False
7.83,14.31,0.0,103.49,103.49,2034.77,0.28,7.15,True
7.03,13.39,0.0,175.42,175.42,3428.62,0.26,7.82,False
8.95,17.19,151.56,30.22,181.78,3869.0,0.28,5.5,False
8.05,5.32,0.0,147.11,147.11,3832.71,0.3,6.06,False
8.17,17.22,0.0,148.57,148.57,3308.48,0.25,7.99,True
7.75,18.91,0.0,192.2,192.2,1393.04,0.29,7.34,True
7.86,15.1,0.0,127.7,127.7,3941.49,0.26,4.41,True
8.23,14.72,22.43,176.7,199.13,3647.7,0.31,7.22,True
7.76,24.06,0.0,133.28,133.28,3310.59,0.31,5.44,False
8.17,24.3,0.0,173.77,173.77,4592.17,0.25,2.63,False
7.15,22.88,0.0,150.02,150.02,3726.94,0.32,7.51,False
8.02,9.4,0.0,151.21,151.21,1654.2,0.26,5.92,False
7.08,19.17,0.0,158.37,158.37,5806.05,0.32,5.74,False
7.67,15.47,0.0,156.16,156.16,3063.74,0.33,5.2,True
7.39,11.4,0.0,186.28,186.28,2410.37,0.28,6.26,False
7.96,16.78,0.0,132.03,132.03,1805.33,0.27,7.73,True
7.98,17.54,0.0,158.98,158.98,4858.86,0.31,5.61,True
8.04,17.67,0.0,157.43,157.43,1569.19,0.32,5.22,True
7.44,24.83,0.0,133.98,133.98,4554.95,0.29,2.91,False
8.31,14.11,59.3,113.85,173.14999999999998,1741.37,0.27,6.8,True
7.65,19.02,0.0,153.67,153.67,3982.23,0.29,6.21,True
7.49,9.1,0.0,145.87,145.87,1215.83,0.28,7.99,False
7.96,17.24,0.0,123.94,123.94,1114.29,0.29,5.34,True
7.7,18.2,0.0,193.29,193.29,2155.76,0.29,4.77,True
8.33,17.55,109.05,81.79,190.84,4434.67,0.26,6.6,True
8.5,16.42,85.48,55.01,140.49,1523.02,0.26,6.54,True
7.81,10.19,0.0,172.26,172.26,4150.05,0.32,5.32,True
7.7,19.62,0.0,197.88,197.88,3403.81,0.33,5.7,True
8.07,6.92,0.0,103.9,103.9,1339.73,0.33,4.87,False
8.86,18.82,165.64,30.75,196.39,1485.17,0.28,2.92,False
7.66,16.63,0.0,169.4,169.4,4571.21,0.33,4.93,True
8.34,11.82,55.34,90.17,145.51,1114.7,0.31,5.33,True
8.66,5.09,123.83,14.39,138.22,1134.96,0.28,2.1,False
8.4,16.18,54.49,136.68,191.17000000000002,3971.24,0.29,5.57,True
7.61,13.53,0.0,125.35,125.35,2177.58,0.27,7.97,True
8.29,17.81,98.12,36.42,134.54000000000002,3322.59,0.29,7.46,True
8.46,20.35,122.07,21.81,143.88,1139.92,0.3,6.29,False
8.97,5.93,45.04,85.74,130.78,5392.0,0.31,3.68,False
7.94,10.02,0.0,145.84,145.84,3204.52,0.29,5.55,True
7.71,10.32,0.0,105.2,105.2,1641.1,0.32,5.08,True
7.68,16.87,0.0,176.55,176.55,1577.83,0.28,7.51,True
7.82,7.23,0.0,164.0,164.0,2972.52,0.28,3.25,False
7.8,12.58,0.0,179.96,179.96,2764.9,0.3,7.18,True
7.06,14.68,0.0,112.25,112.25,5493.69,0.32,2.79,False
8.46,9.49,191.0,9.0,200.0,4160.41,0.32,3.74,False
8.05,18.6,0.0,185.95,185.95,2796.12,0.25,5.01,True
8.91,12.55,21.24,130.09,151.33,5377.04,0.29,6.57,False
7.82,10.22,0.0,181.17,181.17,4045.61,0.27,6.0,True
8.05,17.22,0.0,157.82,157.82,4366.85,0.33,4.61,True
7.79,21.49,0.0,151.97,151.97,4974.45,0.29,3.76,False
8.43,14.0,49.58,101.58,151.16,4376.95,0.26,7.53,True
8.72,6.69,91.82,25.92,117.74,1597.32,0.28,4.33,False
8.39,11.13,133.4,29.01,162.41,3100.68,0.25,4.66,True
8.13,18.38,0.0,104.7,104.7,4060.43,0.27,4.66,True
7.38,5.31,0.0,111.31,111.31,5432.84,0.3,6.98,False
8.56,5.84,99.32,71.24,170.56,1623.35,0.28,4.27,False
8.21,14.29,46.41,147.66,194.07,1740.76,0.31,7.67,True
